My Sites/My Suppliers' site,Customer code,Customer name,Supplier code,Supplier name,Customer supplier reference,Site code,Site name,Site country,Customer site reference,Trading relationship type,Business type,Site functions,Primary site activity,Direct supplier code,Direct supplier name,Audit code,Audit company name,Audit company type,Audit date,Audit submission date,Audit published date,Workflow status,Audit nature,Is SMETA audit?,Which code was this based on?,Audit schedule type,Audit scope,Auditor uploads,Is most recent audit?,Is Sedex virtual assessment?,Audit finding code,Finding title code,Finding created date,New or carried over,Finding type,Finding criticality,Custom criticality,Finding category,Finding sub-category,Finding title,Finding description,Finding status,Number of days at this status,Is finding open?,Recommended completion date,Is finding overdue?,Days overdue,Corrective action date,Corrective action status,Parent finding code,Superseded by audit code,Audit superseded date,Verification method,Verified date,Parent audit code,Verified by audit code
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,493d73e1-47b2-458e-aa2b-1ea88f2c7be6,ZAI2030413,11/01/2023,New,Non-compliance,Major,,"3. Health, safety & hygiene",Health & Safety Training,No / inadequate training for first aiders,Lacking health and safety control,Created,70,TRUE,10/02/2023,Overdue,-33,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,914aa6d3-745f-469a-92a3-cd3a5a103fc9,ZAI2110114,11/01/2023,New,Non-compliance,Minor,,10b. Environment,"General Environmental Permits, & Management systems",Site has an environmental policy in place but does not communicate it to its suppliers,Lack of knowledge of the code requirements.,Created,70,TRUE,12/03/2023,Overdue,-3,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,2948cb62-5422-40a5-b829-00e8fb9d8370,ZAI2110117,11/01/2023,New,Non-compliance,Major,,10b. Environment,"General Environmental Permits, & Management systems",No competent individual responsible for co-ordinating the site's efforts to improve environmental performance,Lack of knowledge of the code requirements.,Created,70,TRUE,12/03/2023,Overdue,-3,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,4256f0aa-e6cd-4ef9-ae32-c5118bf150bf,ZAI2030507,11/01/2023,New,Non-compliance,Major,,"3. Health, safety & hygiene",Fire Safety - Fire Fighting Equipment,Fire extinguishers not inspected / checked regularly / out of date,Inadequate control.,Created,70,TRUE,17/01/2023,Overdue,-57,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,6102de1e-268a-4cb1-93d0-4572d37652c5,ZAI2000201,11/01/2023,New,Non-compliance,Minor,,0. Management Systems,Site's Awareness of Code/Legal Requirements,The ethical Code (i.e. ETI Base Code for SMETA audits) is not communicated to the site's employees,Lack of knowledge of the code requirements.,Created,70,TRUE,12/03/2023,Overdue,-3,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,9454db22-d5db-4768-8d50-33210f79db6d,ZAI2080121,11/01/2023,New,Non-compliance,Major,,8. Regular employment,Terms of Employment/Engagement,Information about internal rules and regulations is not available e.g. by providing handbooks or terms & conditions for workers and it is a legal requirement,Inadequate control.,Created,70,TRUE,10/02/2023,Overdue,-33,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,641113c1-eb19-4565-9fd9-c23b4f212985,ZAI2031509,11/01/2023,New,Non-compliance,Minor,,"3. Health, safety & hygiene",First Aid / Accidents,First aid box available but contents are missing / contents out of date or otherwise inadequate,,Created,70,TRUE,18/03/2023,Not overdue,,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,3998053b-040b-4ef6-acdf-ddc824bcb279,ZAI2031124,11/01/2023,New,Non-compliance,Major,,"3. Health, safety & hygiene",Worker Health,"Insufficient action taken to improve conditions following air quality / dust level / noise / temperature assessment, where necessary",Inadequate control.,Created,70,TRUE,10/02/2023,Overdue,-33,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,a70e3485-8dd2-41f1-9853-b530338a8a6b,ZAI2060204,11/01/2023,New,Non-compliance,Major,,6. Working Hours,Excessive hours,"Contracted working hours (excluding overtime) exceed 48 per week, or lower legal limit",Inadequate control.,Created,70,TRUE,12/03/2023,Overdue,-3,,,,,,Follow up,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,b3ff94ca-e484-485a-b1a5-04a3b33fc1f5,ZAI2030714,11/01/2023,New,Non-compliance,Major,,"3. Health, safety & hygiene",Fire Safety - Fire exits,Not all emergency exits are properly marked and lighted,Inadequate control.,Created,70,TRUE,16/02/2023,Overdue,-27,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,b5a48dcb-06a7-4e45-869c-581db2ef8b9d,ZAI2030902,11/01/2023,New,Non-compliance,Critical,,"3. Health, safety & hygiene","Fire Safety - Licenses, Inspections & Training","Fire licence, inspection, or certificates not in place as required by law",Lacking health and safety control,Created,70,TRUE,10/02/2023,Overdue,-33,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,b05fa30f-d9a0-491a-a49c-dd14ee90e2e0,ZAI2031316,11/01/2023,New,Non-compliance,Major,,"3. Health, safety & hygiene",Machinery,"Machines lack appropriate safety guards (e.g. eye or needle guards on sewing machines, belt / hand guards on other machines)",Inadequate control.,Created,70,TRUE,10/02/2023,Overdue,-33,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,b59ee065-90d6-48da-94d4-48c44fffece6,ZAI2110137,11/01/2023,New,Non-compliance,Major,,10c. Business Ethics,BE - Systems to manage compliance,"Lack of detailed Business Ethics policy concerning bribery, corruption or unethical business practices (e.g. fraud, tax evasion, political interest, anti-competitive practices, extortion or money laundering, etc.)",Lack of knowledge of the code requirements.,Created,70,TRUE,10/02/2023,Overdue,-33,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,b3146065-fdf8-48b9-aa9d-55d6076bfc26,ZAI2060607,11/01/2023,New,Non-compliance,Minor,,5. Wages,Benefits & Insurance,No policy on annual leave or not communicated to workers,,Created,70,TRUE,12/03/2023,Overdue,-3,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ba52774a-7c98-4d22-8d91-744f6c9d1580,ZAI2030508,11/01/2023,New,Non-compliance,Major,,"3. Health, safety & hygiene",Fire Safety - Fire Fighting Equipment,Inadequate hose reel installation and maintenance,Inadequate control.,Created,70,TRUE,10/02/2023,Overdue,-33,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,bb036eb3-0ca7-4836-95d6-2edf9e35dc1d,ZAI2031015,11/01/2023,New,Non-compliance,Major,,"3. Health, safety & hygiene",Chemicals,No / inadequate eye wash / shower station in hazardous environments including chemical areas,,Created,70,TRUE,10/02/2023,Overdue,-33,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,cb1a6c5a-9cfd-426a-8ebe-dca5a6ac2df6,ZAI2110117,11/01/2023,New,Non-compliance,Major,,10b. Environment,"General Environmental Permits, & Management systems",No competent individual responsible for co-ordinating the site's efforts to improve environmental performance,Lack of knowledge of the code requirements.,Created,70,TRUE,12/03/2023,Overdue,-3,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,d4b7e6b2-27f6-4c0f-973e-deff73054592,ZAI2110141,11/01/2023,New,Non-compliance,Major,,10b. Environment,"General Environmental Permits, & Management systems",The site does not measure its environmental impacts,Lack of knowledge of the code requirements.,Created,70,TRUE,12/03/2023,Overdue,-3,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,d6db86a7-6e8b-44de-822d-3b0af9fd1cdb,ZAI2030607,11/01/2023,New,Non-compliance,Critical,,"3. Health, safety & hygiene",Fire Safety - Fire alarms & Evacuation,No evacuation plan or designated emergency exit route,Inadequate control.,Created,70,TRUE,16/02/2023,Overdue,-27,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,d43a7bd7-26e0-432f-8e8e-bb9924ee38d3,ZAI2030601,11/01/2023,New,Non-compliance,Critical,,"3. Health, safety & hygiene",Fire Safety - Fire alarms & Evacuation,Absence of functional fire alarms / smoke detectors,Inadequate control.,Created,70,TRUE,10/02/2023,Overdue,-33,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,d13091fe-e65f-4cf2-91bc-6bc5ffbce219,ZAI2110202,11/01/2023,New,Non-compliance,Critical,,10b. Environment,"General Environmental Permits, & Management systems","The site does not have all legally required permits for use and / or disposal of resources e.g. energy, water, air emissions, waste etc.",Inadequate control.,Created,70,TRUE,10/02/2023,Overdue,-33,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,e8ab22b9-e85a-4180-9d0a-20073620601c,ZAI2110137,11/01/2023,New,Non-compliance,Major,,10c. Business Ethics,BE - Systems to manage compliance,"Lack of detailed Business Ethics policy concerning bribery, corruption or unethical business practices (e.g. fraud, tax evasion, political interest, anti-competitive practices, extortion or money laundering, etc.)",Lack of knowledge of the code requirements.,Created,70,TRUE,10/02/2023,Overdue,-33,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,e05c7bfa-db4a-45b5-89f8-8397f120d1c4,ZAI2031010,11/01/2023,New,Non-compliance,Major,,"3. Health, safety & hygiene",Chemicals,Improper storage of hazardous chemicals,,Created,70,TRUE,10/02/2023,Overdue,-33,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,e553430f-296d-4ff7-b360-decc7ae5ecd8,ZAI2030711,11/01/2023,New,Non-compliance,Minor,,"3. Health, safety & hygiene",Fire Safety - Fire exits,Inadequate/ poorly functioning emergency lighting,Inadequate control.,Created,70,TRUE,16/02/2023,Overdue,-27,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,f1c97078-c834-4e01-8774-7125ed101712,ZAI2000201,11/01/2023,New,Non-compliance,Minor,,0. Management Systems,Site's Awareness of Code/Legal Requirements,The ethical Code (i.e. ETI Base Code for SMETA audits) is not communicated to the site's employees,Lack of knowledge of the code requirements.,Created,70,TRUE,12/03/2023,Overdue,-3,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,f5d90c2f-cb01-44e0-b3fc-e2dd830897d3,ZAI2120208,11/01/2023,New,Non-compliance,Major,,10c. Business Ethics,BE - Systems to manage compliance,"Policy and procedures to prevent or avoid bribery, corruption and other unethical business practices have not been communicated to employees in higher risk positions such as management, finance, purchasing and logistics",Lack of knowledge of the code requirements.,Created,70,TRUE,10/02/2023,Overdue,-33,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600007797,ZAI2060204,11/01/2023,New,Non-compliance,Major,,6. Working Hours,Excessive hours,"Contracted working hours (excluding overtime) exceed 48 per week, or lower legal limit",Inadequate control.,Created,70,TRUE,20/03/2023,Not overdue,,,,,,,Follow up,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600007798,ZAI2030703,11/01/2023,New,Non-compliance,Major,,"3. Health, safety & hygiene",Fire Safety - Fire exits,"Fire exits are inadequate by design/construction, location, etc.",Inadequate control.,Created,70,TRUE,18/02/2023,Overdue,-30,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600007799,ZAI2030711,11/01/2023,New,Non-compliance,Minor,,"3. Health, safety & hygiene",Fire Safety - Fire exits,Inadequate/ poorly functioning emergency lighting,Inadequate control.,Created,70,TRUE,18/02/2023,Overdue,-30,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC4448497,DREAMTEK INTERNATIONAL CORPORATION,KV03218,ZS4461444,PANCERA INTERNATIONAL STOCK COMPANY,Vietnam,KV03218,Direct,Goods Provider,Factory Processing / Manufacturer,"Manufacture of refractory bricks, blocks and tiles etc (inc. brick kiln)", , ,ZAA600001897,Eurofins Southeast Asia,Null,11/01/2023,19/01/2023,01/02/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600007800,ZAI2030714,11/01/2023,New,Non-compliance,Major,,"3. Health, safety & hygiene",Fire Safety - Fire exits,Not all emergency exits are properly marked and lighted,Inadequate control.,Created,70,TRUE,18/02/2023,Overdue,-30,,,,,,Desktop,,,
